chunk_id,decision,reviewed_by,review_comment,rejection_reason
WHO_MHGAP_2023_77206fdd_00000_ba1895526107,rejected,ChatGPT-assisted review,,临床参考专用内容，不适合普通陪伴聊天直接引用
WHO_MHGAP_2023_77206fdd_00001_b125e8c69c6e,rejected,ChatGPT-assisted review,,临床参考专用内容，不适合普通陪伴聊天直接引用
WHO_MHGAP_2023_77206fdd_00002_e8ce5d10431d,rejected,ChatGPT-assisted review,,临床参考专用内容，不适合普通陪伴聊天直接引用
WHO_PFA_FACILITATOR_2013_db57aa0e_00000_470ac2be24e9,pending,ChatGPT-assisted review,危机情境下的一般心理急救原则较安全，但仍需安全专项复核后用于安全路由,
WHO_PFA_FACILITATOR_2013_db57aa0e_00001_3819587c16bf,rejected,ChatGPT-assisted review,,培训结构、资源链接或语言列表，不是危机支持正文
WHO_PFA_FACILITATOR_2013_db57aa0e_00002_b53db3429512,rejected,ChatGPT-assisted review,,培训结构、资源链接或语言列表，不是危机支持正文
WHO_PFA_GUIDE_2011_2f7aaa3c_00000_08e517e0d88d,rejected,ChatGPT-assisted review,,自动检查为 too_short，且属于高风险主题，缺乏可独立安全引用的完整语义
WHO_PFA_GUIDE_2011_2f7aaa3c_00001_6d8755e1de05,rejected,ChatGPT-assisted review,,自动检查为 too_short，且属于高风险主题，缺乏可独立安全引用的完整语义
WHO_PFA_GUIDE_2011_2f7aaa3c_00002_fd25b79e324b,rejected,ChatGPT-assisted review,,标题/资源链接/语言列表为主，缺乏可独立引用的危机支持正文
WHO_SAFETY_PLANNING_2023_f6a115fe_00000_a9d2b08e52b7,rejected,ChatGPT-assisted review,,自动检查为 too_short，且属于高风险主题，缺乏可独立安全引用的完整语义
WHO_SAFETY_PLANNING_2023_f6a115fe_00001_e4d3acb01fbf,pending,ChatGPT-assisted review,安全计划属于自伤/自杀高风险干预，建议由安全专项审核确认后再进入安全路由,
WHO_SAFETY_PLANNING_2023_f6a115fe_00002_29f562ac7ebc,rejected,ChatGPT-assisted review,,自动检查为 too_short，且属于高风险主题，缺乏可独立安全引用的完整语义
WHO_SAFETY_PLANNING_2023_f6a115fe_00003_d7e5982e5fa5,rejected,ChatGPT-assisted review,,资源中心/指南导航信息，不是独立安全知识正文
WHO_THINKING_HEALTHY_2015_b5900625_00000_07ca6e20d569,pending,ChatGPT-assisted review,围产期抑郁属于特殊人群与临床边界内容，需专项复核后再决定是否引用,
CCI_ANXIETY_f168eb53_00007_735328b9824c,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_cd347c73_00000_de2c4cedad48,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_cd347c73_00006_59b07f6f294d,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_772e6d01_00003_bea3d78e3fe3,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6e6d55a1_00007_53c13a07b63d,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_75df6d99_00010_7a75eb252a11,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_4f77f7f2_00000_1108b5c07e0a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1daab2bb_00000_e9727bcf2e08,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_942c4f40_00000_f8022c6a00ba,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_c858fb44_00000_6e529f11dba0,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1cdbdba5_00000_9650bd66a9b5,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1cdbdba5_00009_26a323af8f0f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1cdbdba5_00010_a854cb5ba20a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1cdbdba5_00011_0e497b9a6a35,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1cdbdba5_00012_556505861cef,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_1cdbdba5_00017_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_87694864_00000_9650bd66a9b5,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_87694864_00009_26a323af8f0f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_87694864_00010_a854cb5ba20a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_87694864_00011_0e497b9a6a35,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_87694864_00012_556505861cef,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_87694864_00017_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6f18c581_00000_9650bd66a9b5,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6f18c581_00009_26a323af8f0f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6f18c581_00010_a854cb5ba20a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6f18c581_00011_0e497b9a6a35,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6f18c581_00012_556505861cef,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_6f18c581_00017_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_73506bab_00000_9650bd66a9b5,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_73506bab_00009_26a323af8f0f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_73506bab_00010_a854cb5ba20a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_73506bab_00011_0e497b9a6a35,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_73506bab_00012_556505861cef,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ANXIETY_73506bab_00017_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_9d6cabae_00005_cba18fd3019d,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_9d6cabae_00008_1fd7d034e8e5,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_d1e23f46_00000_4e679b5f024c,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_d1e23f46_00018_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_46d51f89_00000_4e679b5f024c,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_46d51f89_00018_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_d345308c_00000_4e679b5f024c,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_ASSERTIVENESS_d345308c_00018_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_97c03671_00005_36b41d734758,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_97c03671_00014_4d226864398b,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_860816a8_00011_afea9ddb5e15,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_860816a8_00041_b8acf25e5f24,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_3f572fd9_00003_204834a5ec3f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_3f572fd9_00014_262b53df9b8b,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_3f572fd9_00020_484b0e85215b,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_ca0c8573_00042_7602e2f760a4,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_cf54685e_00011_afea9ddb5e15,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_cf54685e_00037_b8acf25e5f24,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_d29dc9b5_00000_d688c2003f5a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_d29dc9b5_00014_7fde256d35e8,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_d29dc9b5_00015_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_4350c4e9_00000_d688c2003f5a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_4350c4e9_00014_7fde256d35e8,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_4350c4e9_00015_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_58af606e_00000_d688c2003f5a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_58af606e_00014_7fde256d35e8,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_58af606e_00015_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_66f85045_00000_d688c2003f5a,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_66f85045_00014_7fde256d35e8,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_DISTRESS_TOLERANCE_66f85045_00015_e35cfc1c2bc1,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_PANIC_9a62f7b7_00000_58cfeb3429d6,rejected,ChatGPT-assisted review,,目录、页码或章节索引碎片，不适合作为聊天引用
CCI_PANIC_9a62f7b7_00001_1eab0735495f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00002_a80a9d88d451,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00003_96ced5fea0f8,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00004_690f26c13394,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00005_7254953807dd,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00006_52ee7905ec00,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00007_b311dc815e2f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00008_6f8511391ffd,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00009_ca61f12d6c52,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00010_e9628b506313,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00011_f1bee921e4f7,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00012_2b52063261c3,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00013_03a6a6c36465,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00014_306f4065be19,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00015_f46a8c2f694d,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00016_cb9448adfeff,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00017_d97c497abf29,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00018_f8f7819330a0,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00019_d509d9d879f9,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00020_a116065ede07,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00021_7d084c8d992d,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00022_a3bf2feda3b9,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00023_3925fd07616f,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_PANIC_9a62f7b7_00024_a5c61404acf6,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00025_610eb977d0a9,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_PANIC_9a62f7b7_00026_2a6e6d27156b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00027_26c804ea86de,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00028_960cffcd62af,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_9a62f7b7_00029_85cf9e58d80d,rejected,ChatGPT-assisted review,,作者/致谢/资料制作信息，不是心理知识正文
CCI_PANIC_9a62f7b7_00030_268ef43d58e5,rejected,ChatGPT-assisted review,,参考文献或文献引用列表，不适合作为聊天直接引用
CCI_PANIC_9a62f7b7_00031_cde95a605202,rejected,ChatGPT-assisted review,,参考文献或文献引用列表，不适合作为聊天直接引用
CCI_PANIC_4adf355f_00000_5d7e580e40e3,rejected,ChatGPT-assisted review,,目录、页码或章节索引碎片，不适合作为聊天引用
CCI_PANIC_4adf355f_00001_0c215e6a1480,rejected,ChatGPT-assisted review,,版权/联系方式/网页元数据等非知识正文
CCI_PANIC_4adf355f_00002_2ada52761a7e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00003_36beea6310a9,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00004_19b57d7e8643,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00005_ccf6c9e04d65,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00006_cbc7ba3230a3,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00007_320d54f247ba,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00008_7d6b870df77b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00009_d2c7547830e8,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00010_a8fd876e0ad3,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00011_e9f8f85d1e2e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00012_c82f31c268fc,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00013_961faf2ce629,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00014_f6cc843cefff,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00015_7f106e3fff4f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00016_b4dfeaf2dc56,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00017_225712b361c1,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00018_96dd5cfc0b3f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00019_a685cc362a8a,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00020_62434af91895,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00021_62759e57ef8b,rejected,ChatGPT-assisted review,,标题、模块封面或资源索引信息，不足以独立引用
CCI_PANIC_4adf355f_00022_23d2fdd84748,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00023_1e9c6d8ba99d,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00024_75dcb9344638,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_PANIC_4adf355f_00025_cfec102053aa,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00026_53f6c3667b72,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00027_e212f7a1c11d,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00028_6fa26b4d93ce,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00029_0c7a73a674c8,rejected,ChatGPT-assisted review,,标题、模块封面或资源索引信息，不足以独立引用
CCI_PANIC_4adf355f_00030_2c84ce69dc49,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00031_aeda1617be01,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00032_be5850338af3,rejected,ChatGPT-assisted review,,涉及药物或临床治疗管理，不适合普通心理陪伴直接引用
CCI_PANIC_4adf355f_00033_bd3124436e3b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00034_a5023b1e1c99,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00035_cc9b5424baba,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00036_2d120649c52a,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00037_de5a2246b52d,rejected,ChatGPT-assisted review,,标题、模块封面或资源索引信息，不足以独立引用
CCI_PANIC_4adf355f_00038_d921bccbb077,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00039_0589214ebb73,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00040_adeaa7377b8e,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00041_35ae5e6072eb,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00042_32b8cf367309,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00043_f9da7abfbf80,rejected,ChatGPT-assisted review,,作者/致谢/资料制作信息，不是心理知识正文
CCI_PANIC_4adf355f_00044_660740aea032,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_4adf355f_00045_866ccc46dd1d,rejected,ChatGPT-assisted review,,参考文献或文献引用列表，不适合作为聊天直接引用
CCI_PANIC_4adf355f_00046_fd8135b21f34,rejected,ChatGPT-assisted review,,参考文献或文献引用列表，不适合作为聊天直接引用
CCI_PANIC_4adf355f_00047_d33501655946,rejected,ChatGPT-assisted review,,参考文献或文献引用列表，不适合作为聊天直接引用
CCI_PANIC_4adf355f_00048_362f178de713,rejected,ChatGPT-assisted review,,参考文献或文献引用列表，不适合作为聊天直接引用
CCI_PANIC_c94a01b3_00000_fabae7cb56d0,rejected,ChatGPT-assisted review,,目录、页码或章节索引碎片，不适合作为聊天引用
CCI_PANIC_c94a01b3_00001_f664c95bad9e,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_PANIC_c94a01b3_00002_cd538dd7df4b,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00003_92b9f7be95dc,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00004_ff5e6e30d176,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00005_f05b595e9483,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00006_f06265e65987,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00007_7223c8a65520,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00008_f4b9eb5a4fd4,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00009_60e0f1babc27,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00010_968b81311de6,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00011_1e99fb54f710,rejected,ChatGPT-assisted review,,自动检查为 too_short，缺乏可独立引用的完整语义
CCI_PANIC_c94a01b3_00012_620c4e5c6e47,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00013_a28e79cb39f7,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00014_f50c35613431,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00015_c0af7708515d,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
CCI_PANIC_c94a01b3_00016_b4eb94afbb3f,approved,ChatGPT-assisted review,来源可靠，内容为非处方、非高风险的心理教育或一般自助支持，可用于普通聊天引用,
